Temps;EA0;Temps;EA1
0;-0.0367720378562808;0;-1.74683070555329
0.008;-0.0417413059622049;0.008;-1.74183262139559
0.016;-0.0516798421740532;0.016;-2.06171000748873
0.024;-0.0467105740681291;0.024;-2.05671192333102
0.032;-0.0467105740681291;0.032;-1.96674640849233
0.04;-0.0417413059622049;0.04;-1.76682304218411
0.048;-0.0417413059622049;0.048;-1.71184411644936
0.056;-0.0516798421740532;0.056;-2.0367195867002
0.064;-0.0467105740681291;0.064;-2.0317215025425
0.072;-0.0467105740681291;0.072;-1.92676173523068
0.08;-0.0417413059622049;0.08;-1.751828789711
0.088;-0.0417413059622049;0.088;-1.73683453723788
0.096;-0.0467105740681291;0.096;-2.0317215025425
0.104;-0.0467105740681291;0.104;-2.05171383917332
0.112;-0.0467105740681291;0.112;-1.9367579035461
0.12;-0.0417413059622049;0.12;-1.7568268738687
0.128;-0.0417413059622049;0.128;-1.76682304218411
0.136;-0.0516798421740532;0.136;-2.05171383917332
0.144;-0.0516798421740532;0.144;-2.0317215025425
0.152;-0.0467105740681291;0.152;-1.91676556691527
0.16;-0.0467105740681291;0.16;-1.73183645308018
0.168;-0.0417413059622049;0.168;-1.69684986397624
0.176;-0.0367720378562808;0.176;-2.0367195867002
0.184;-0.0467105740681291;0.184;-2.04171767085791
0.192;-0.0467105740681291;0.192;-1.90177131444216
0.2;-0.0417413059622049;0.2;-1.70684603229165
0.208;-0.0417413059622049;0.208;-1.79681154713035
0.216;-0.0467105740681291;0.216;-2.07670425996184
0.224;-0.0516798421740532;0.224;-2.05671192333102
0.232;-0.0467105740681291;0.232;-1.93175981938839
0.24;-0.0417413059622049;0.24;-1.73183645308018
0.248;-0.0417413059622049;0.248;-1.77182112634182
0.256;-0.0467105740681291;0.256;-2.04171767085791
0.264;-0.0467105740681291;0.264;-2.01672725006938
0.272;-0.0417413059622049;0.272;-1.88677706196904
0.28;-0.0417413059622049;0.28;-1.71184411644936
0.288;-0.0417413059622049;0.288;-1.80180963128805
0.296;-0.0467105740681291;0.296;-2.02672341838479
0.304;-0.0467105740681291;0.304;-2.04671575501561
0.312;-0.0467105740681291;0.312;-1.90676939859986
0.32;-0.0417413059622049;0.32;-1.73183645308018
0.328;-0.0417413059622049;0.328;-1.82180196791887
0.336;-0.0467105740681291;0.336;-2.06670809164643
0.344;-0.0467105740681291;0.344;-2.0367195867002
0.352;-0.0467105740681291;0.352;-1.90177131444216
0.36;-0.0367720378562808;0.36;-1.71684220060706
0.368;-0.0417413059622049;0.368;-1.77182112634182
0.376;-0.0516798421740532;0.376;-2.0367195867002
0.384;-0.0467105740681291;0.384;-2.02172533422709
0.392;-0.0417413059622049;0.392;-1.87178280949593
0.4;-0.0417413059622049;0.4;-1.69185177981853
0.408;-0.0417413059622049;0.408;-1.81180579960346
0.416;-0.0566491102799773;0.416;-2.07170617580414
0.424;-0.0516798421740532;0.424;-2.0367195867002
0.432;-0.0467105740681291;0.432;-1.89177514612675
0.44;-0.0417413059622049;0.44;-1.71184411644936
0.448;-0.0417413059622049;0.448;-1.78681537881494
0.456;-0.0516798421740532;0.456;-2.04171767085791
0.464;-0.0467105740681291;0.464;-2.00673108175397
0.472;-0.0467105740681291;0.472;-1.8517904728651
0.48;-0.0417413059622049;0.48;-1.68185561150312
0.488;-0.0467105740681291;0.488;-1.88177897781134
0.496;-0.0417413059622049;0.496;-2.02672341838479
0.504;-0.0467105740681291;0.504;-2.00673108175397
0.512;-0.0467105740681291;0.512;-1.85678855702281
0.52;-0.0417413059622049;0.52;-1.69185177981853
0.528;-0.0417413059622049;0.528;-1.81680388376117
0.536;-0.0467105740681291;0.536;-2.06670809164643
0.544;-0.0516798421740532;0.544;-2.01672725006938
0.552;-0.0516798421740532;0.552;-1.85678855702281
0.56;-0.0417413059622049;0.56;-1.69185177981853
0.568;-0.0417413059622049;0.568;-1.80680771544576
0.576;-0.0516798421740532;0.576;-2.05171383917332
0.584;-0.0516798421740532;0.584;-2.02172533422709
0.592;-0.0467105740681291;0.592;-1.86178664118052
0.6;-0.0367720378562808;0.6;-1.6568651907146
0.608;-0.0417413059622049;0.608;-1.83679622039199
0.616;-0.0516798421740532;0.616;-2.07670425996184
0.624;-0.0467105740681291;0.624;-2.0367195867002
0.632;-0.0467105740681291;0.632;-1.88177897781134
0.64;-0.0417413059622049;0.64;-1.70684603229165
0.648;-0.0417413059622049;0.648;-1.79181346297264
0.656;-0.0467105740681291;0.656;-2.05171383917332
0.664;-0.0467105740681291;0.664;-2.00673108175397
0.672;-0.0467105740681291;0.672;-1.85678855702281
0.68;-0.0417413059622049;0.68;-1.68685369566083
0.688;-0.0467105740681291;0.688;-1.87678089365363
0.696;-0.0516798421740532;0.696;-2.0317215025425
0.704;-0.0516798421740532;0.704;-2.01672725006938
0.712;-0.0467105740681291;0.712;-1.85678855702281
0.72;-0.0417413059622049;0.72;-1.69185177981853
0.728;-0.0467105740681291;0.728;-1.81680388376117
0.736;-0.0467105740681291;0.736;-2.06171000748873
0.744;-0.0516798421740532;0.744;-2.00673108175397
0.752;-0.0417413059622049;0.752;-1.84179430454969
0.76;-0.0417413059622049;0.76;-1.67185944318771
0.768;-0.0467105740681291;0.768;-1.81180579960346
0.776;-0.0516798421740532;0.776;-2.04671575501561
0.784;-0.0467105740681291;0.784;-2.01172916591167
0.792;-0.0467105740681291;0.792;-1.83679622039199
0.8;-0.0417413059622049;0.8;-1.59688818082213
0.808;-0.0417413059622049;0.808;-1.81680388376117
0.816;-0.0516798421740532;0.816;-2.07170617580414
0.824;-0.0516798421740532;0.824;-2.02172533422709
0.832;-0.0467105740681291;0.832;-1.8517904728651
0.84;-0.0417413059622049;0.84;-1.67685752734542
0.848;-0.0467105740681291;0.848;-1.78681537881494
0.856;-0.0516798421740532;0.856;-2.04671575501561
0.864;-0.0417413059622049;0.864;-1.98673874512315
0.872;-0.0467105740681291;0.872;-1.81680388376117
0.88;-0.0367720378562808;0.88;-1.45194374024868
0.888;-0.0467105740681291;0.888;-1.90177131444216
0.896;-0.0516798421740532;0.896;-2.01672725006938
0.904;-0.0516798421740532;0.904;-2.00673108175397
0.912;-0.0467105740681291;0.912;-1.83679622039199
0.92;-0.0467105740681291;0.92;-1.67685752734542
0.928;-0.0417413059622049;0.928;-1.82680005207658
0.936;-0.0516798421740532;0.936;-2.05671192333102
0.944;-0.0516798421740532;0.944;-1.99673491343856
0.952;-0.0467105740681291;0.952;-1.81680388376117
0.96;-0.0417413059622049;0.96;-1.62187860161066
0.968;-0.0467105740681291;0.968;-1.85678855702281
0.976;-0.0516798421740532;0.976;-2.04671575501561
