Temps;EA0;Temps;EA1
0;-0.106341791339219;0;-4.75567736849189
0.011;-0.116280327551067;0.011;-4.80565821006894
0.022;-0.116280327551067;0.022;-4.84564288333058
0.033;-0.116280327551067;0.033;-4.88062947243452
0.044;-0.136157399974763;0.044;-5.48539765551686
0.055;-0.131188131868839;0.055;-5.54537466540933
0.066;-0.131188131868839;0.066;-5.48539765551686
0.077;-0.131188131868839;0.077;-5.52538232877851
0.088;-0.131188131868839;0.088;-5.48539765551686
0.099;-0.131188131868839;0.099;-5.49539382383227
0.11;-0.131188131868839;0.11;-5.5203842446208
0.121;-0.131188131868839;0.121;-5.49539382383227
0.132;-0.136157399974763;0.132;-5.50039190798998
0.143;-0.131188131868839;0.143;-5.4304187297821
0.154;-0.131188131868839;0.154;-5.37543980404735
0.165;-0.126218863762915;0.165;-5.26048386842012
0.176;-0.121249595656991;0.176;-5.10554325953126
0.187;-0.126218863762915;0.187;-5.07555475458503
0.198;-0.116280327551067;0.198;-4.93061031401157
0.209;-0.116280327551067;0.209;-4.8606371358037
0.22;-0.116280327551067;0.22;-4.7656735368073
0.231;-0.111311059445143;0.231;-4.6757080219686
0.242;-0.111311059445143;0.242;-4.59573867544532
0.253;-0.101372523233294;0.253;-4.12591876462102
0.264;-0.101372523233294;0.264;-4.28085937350988
0.275;-0.106341791339219;0.275;-4.54075974971056
0.286;-0.116280327551067;0.286;-4.73068694770336
0.297;-0.121249595656991;0.297;-4.82065246254206
0.308;-0.111311059445143;0.308;-4.78066778928041
0.319;-0.121249595656991;0.319;-4.91061797738075
0.33;-0.146095936186612;0.33;-5.51538616046309
0.341;-0.136157399974763;0.341;-5.54537466540933
0.352;-0.136157399974763;0.352;-5.56036891788244
0.363;-0.131188131868839;0.363;-5.49039573967457
0.374;-0.136157399974763;0.374;-5.53038041293621
0.385;-0.131188131868839;0.385;-5.47040340304375
0.396;-0.136157399974763;0.396;-5.48039957135916
0.407;-0.131188131868839;0.407;-5.48539765551686
0.418;-0.136157399974763;0.418;-5.44041489809751
0.429;-0.136157399974763;0.429;-5.4254206456244
0.44;-0.126218863762915;0.44;-5.31546279415488
0.451;-0.126218863762915;0.451;-5.22049919515848
0.462;-0.126218863762915;0.462;-5.07555475458503
0.473;-0.121249595656991;0.473;-4.91061797738075
0.484;-0.121249595656991;0.484;-4.85064096748829
0.495;-0.116280327551067;0.495;-4.70569652691484
0.506;-0.121249595656991;0.506;-4.61573101207614
0.517;-0.111311059445143;0.517;-4.35083255171776
0.528;-0.0964032551273704;0.528;-3.93099348247051
0.539;-0.111311059445143;0.539;-4.64072143286467
0.55;-0.116280327551067;0.55;-4.72069077938795
0.561;-0.121249595656991;0.561;-4.79566204175353
0.572;-0.121249595656991;0.572;-4.79066395759583
0.583;-0.116280327551067;0.583;-4.78066778928041
0.594;-0.136157399974763;0.594;-5.43541681393981
0.605;-0.136157399974763;0.605;-5.49539382383227
0.616;-0.136157399974763;0.616;-5.55037274956703
0.627;-0.136157399974763;0.627;-5.54537466540933
0.638;-0.141126668080688;0.638;-5.55037274956703
0.649;-0.141126668080688;0.649;-5.52538232877851
0.66;-0.136157399974763;0.66;-5.43541681393981
0.671;-0.136157399974763;0.671;-5.46040723472834
0.682;-0.136157399974763;0.682;-5.37044171988964
0.693;-0.136157399974763;0.693;-5.330457046628
0.704;-0.131188131868839;0.704;-5.25548578426242
0.715;-0.131188131868839;0.715;-5.15052601695061
0.726;-0.131188131868839;0.726;-5.07555475458503
0.737;-0.126218863762915;0.737;-4.91061797738075
0.748;-0.121249595656991;0.748;-4.79566204175353
0.759;-0.121249595656991;0.759;-4.65571568533778
0.77;-0.116280327551067;0.77;-4.50577316060662
0.781;-0.106341791339219;0.781;-4.26586512103677
0.792;-0.0616183783859015;0.792;-2.64148776978254
0.803;-0.121249595656991;0.803;-4.78566587343812
0.814;-0.121249595656991;0.814;-4.80565821006894
0.825;-0.121249595656991;0.825;-4.83564671501517
0.836;-0.131188131868839;0.836;-5.0455662496388
0.847;-0.141126668080688;0.847;-5.47540148720145
0.858;-0.141126668080688;0.858;-5.51038807630539
0.869;-0.141126668080688;0.869;-5.46540531888604
0.88;-0.146095936186612;0.88;-5.47040340304375
0.891;-0.146095936186612;0.891;-5.51038807630539
0.902;-0.146095936186612;0.902;-5.49039573967457
0.913;-0.141126668080688;0.913;-5.49539382383227
0.924;-0.146095936186612;0.924;-5.42042256146669
0.935;-0.146095936186612;0.935;-5.34045321494341
0.946;-0.136157399974763;0.946;-5.21050302684307
0.957;-0.131188131868839;0.957;-5.04056816548109
0.968;-0.131188131868839;0.968;-4.98059115558863
0.979;-0.126218863762915;0.979;-4.82565054669976
0.99;-0.121249595656991;0.99;-4.72568886354566
1.001;-0.126218863762915;1.001;-4.61073292791843
1.012;-0.121249595656991;1.012;-4.51077124476433
1.023;-0.106341791339219;1.023;-3.97597623988986
1.034;-0.121249595656991;1.034;-4.46079040318727
1.045;-0.126218863762915;1.045;-4.770671620965
1.056;-0.131188131868839;1.056;-4.7656735368073
1.067;-0.131188131868839;1.067;-4.79066395759583
1.078;-0.151065204292536;1.078;-5.48039957135916
1.089;-0.151065204292536;1.089;-5.48539765551686
1.1;-0.151065204292536;1.1;-5.52538232877851
1.111;-0.151065204292536;1.111;-5.5203842446208
1.122;-0.151065204292536;1.122;-5.51538616046309
1.133;-0.151065204292536;1.133;-5.48539765551686
1.144;-0.146095936186612;1.144;-5.37543980404735
1.155;-0.146095936186612;1.155;-5.34545129910111
1.166;-0.146095936186612;1.166;-5.19550877436996
1.177;-0.141126668080688;1.177;-5.10554325953126
1.188;-0.141126668080688;1.188;-4.99058732390404
1.199;-0.131188131868839;1.199;-4.8606371358037
1.21;-0.131188131868839;1.21;-4.76067545264959
1.221;-0.126218863762915;1.221;-4.56575017049909
1.232;-0.121249595656991;1.232;-4.295853625983
1.243;-0.106341791339219;1.243;-3.90600306168199
1.254;-0.131188131868839;1.254;-4.68070610612631
1.265;-0.136157399974763;1.265;-4.78566587343812
1.276;-0.131188131868839;1.276;-4.7656735368073
1.287;-0.141126668080688;1.287;-4.85563905164599
1.298;-0.151065204292536;1.298;-5.49039573967457
1.309;-0.15603447239846;1.309;-5.52538232877851
1.32;-0.15603447239846;1.32;-5.53537849709392
1.331;-0.15603447239846;1.331;-5.47540148720145
1.342;-0.151065204292536;1.342;-5.47540148720145
1.353;-0.15603447239846;1.353;-5.39043405652046
1.364;-0.151065204292536;1.364;-5.36544363573194
1.375;-0.151065204292536;1.375;-5.28547428920865
1.386;-0.151065204292536;1.386;-5.16552026942372
1.397;-0.146095936186612;1.397;-5.06056050211191
1.408;-0.136157399974763;1.408;-4.87563138827682
1.419;-0.136157399974763;1.419;-4.75067928433418
1.43;-0.131188131868839;1.43;-4.61573101207614
1.441;-0.121249595656991;1.441;-4.40081339329481
1.452;-0.121249595656991;1.452;-4.29085554182529
1.463;-0.136157399974763;1.463;-4.69570035859942
1.474;-0.141126668080688;1.474;-4.78566587343812
1.485;-0.141126668080688;1.485;-4.80066012591124
1.496;-0.15603447239846;1.496;-5.39543214067817
1.507;-0.161003740504384;1.507;-5.5203842446208
1.518;-0.161003740504384;1.518;-5.49039573967457
1.529;-0.15603447239846;1.529;-5.50538999214768
1.54;-0.15603447239846;1.54;-5.44041489809751
1.551;-0.161003740504384;1.551;-5.43541681393981
1.562;-0.161003740504384;1.562;-5.41042639315128
1.573;-0.15603447239846;1.573;-5.32046087831259
1.584;-0.15603447239846;1.584;-5.23049536347389
1.595;-0.146095936186612;1.595;-5.02057582885027
1.606;-0.141126668080688;1.606;-4.85563905164599
1.617;-0.136157399974763;1.617;-4.69570035859942
1.628;-0.136157399974763;1.628;-4.50077507644892
1.639;-0.126218863762915;1.639;-4.30085171014071
1.65;-0.131188131868839;1.65;-4.36582680419087
1.661;-0.141126668080688;1.661;-4.76067545264959
1.672;-0.141126668080688;1.672;-4.79066395759583
1.683;-0.151065204292536;1.683;-5.00558157637715
1.694;-0.161003740504384;1.694;-5.50039190798998
1.705;-0.161003740504384;1.705;-5.46540531888604
1.716;-0.165973008610308;1.716;-5.48039957135916
1.727;-0.161003740504384;1.727;-5.40542830899358
1.738;-0.161003740504384;1.738;-5.39543214067817
1.749;-0.15603447239846;1.749;-5.34045321494341
1.76;-0.15603447239846;1.76;-5.23049536347389
1.771;-0.15603447239846;1.771;-5.11054134368897
1.782;-0.151065204292536;1.782;-4.90561989322305
1.793;-0.141126668080688;1.793;-4.73568503186107
1.804;-0.136157399974763;1.804;-4.57074825465679
1.815;-0.111311059445143;1.815;-2.63648968562484
1.826;-0.131188131868839;1.826;-4.34583446756005
1.837;-0.146095936186612;1.837;-4.71569269523025
1.848;-0.146095936186612;1.848;-4.770671620965
1.859;-0.161003740504384;1.859;-5.15552410110831
1.87;-0.170942276716232;1.87;-5.48539765551686
1.881;-0.170942276716232;1.881;-5.50538999214768
1.892;-0.165973008610308;1.892;-5.4304187297821
1.903;-0.165973008610308;1.903;-5.44541298225522
1.914;-0.165973008610308;1.914;-5.330457046628
1.925;-0.165973008610308;1.925;-5.2404915317893
1.936;-0.161003740504384;1.936;-5.10054517537355
1.947;-0.151065204292536;1.947;-4.92061414569616
1.958;-0.146095936186612;1.958;-4.77566970512271
1.969;-0.141126668080688;1.969;-4.56075208634138
1.98;-0.121249595656991;1.98;-4.03595324978232
1.991;-0.141126668080688;1.991;-4.49577699229121
2.002;-0.146095936186612;2.002;-4.69570035859942
2.013;-0.151065204292536;2.013;-4.79566204175353
2.024;-0.15603447239846;2.024;-5.03557008132338
2.035;-0.170942276716232;2.035;-5.46540531888604
2.046;-0.170942276716232;2.046;-5.47540148720145
2.057;-0.170942276716232;2.057;-5.49039573967457
2.068;-0.175911544822156;2.068;-5.47040340304375
2.079;-0.170942276716232;2.079;-5.35544746741652
2.09;-0.165973008610308;2.09;-5.30546662583947
2.101;-0.161003740504384;2.101;-5.11054134368897
2.112;-0.15603447239846;2.112;-4.92061414569616
2.123;-0.151065204292536;2.123;-4.74068311601877
2.134;-0.146095936186612;2.134;-4.57074825465679
2.145;-0.126218863762915;2.145;-3.89600689336658
2.156;-0.146095936186612;2.156;-4.51576932892203
2.167;-0.15603447239846;2.167;-4.7656735368073
2.178;-0.15603447239846;2.178;-4.78566587343812
2.189;-0.175911544822156;2.189;-5.39543214067817
2.2;-0.170942276716232;2.2;-5.46040723472834
2.211;-0.180880812928081;2.211;-5.44541298225522
2.222;-0.175911544822156;2.222;-5.45041106641293
2.233;-0.175911544822156;2.233;-5.39543214067817
2.244;-0.175911544822156;2.244;-5.29547045752406
2.255;-0.165973008610308;2.255;-5.11054134368897
2.266;-0.161003740504384;2.266;-4.85563905164599
2.277;-0.151065204292536;2.277;-4.70069844275713
2.288;-0.146095936186612;2.288;-4.4807827398181
2.299;-0.131188131868839;2.299;-4.00596474483609
2.31;-0.151065204292536;2.31;-4.72568886354566
2.321;-0.15603447239846;2.321;-4.77566970512271
2.332;-0.170942276716232;2.332;-5.16552026942372
2.343;-0.180880812928081;2.343;-5.45041106641293
2.354;-0.185850081034005;2.354;-5.46040723472834
2.365;-0.180880812928081;2.365;-5.39043405652046
2.376;-0.175911544822156;2.376;-5.330457046628
2.387;-0.175911544822156;2.387;-5.25048770010471
2.398;-0.170942276716232;2.398;-5.07055667042732
2.409;-0.161003740504384;2.409;-4.85064096748829
2.42;-0.151065204292536;2.42;-4.5807444229722
2.431;-0.126218863762915;2.431;-4.08093600720167
2.442;-0.15603447239846;2.442;-4.64072143286467
2.453;-0.161003740504384;2.453;-4.70069844275713
2.464;-0.180880812928081;2.464;-5.37044171988964
2.475;-0.185850081034005;2.475;-5.39543214067817
2.486;-0.180880812928081;2.486;-5.40043022483587
2.497;-0.180880812928081;2.497;-5.34045321494341
2.508;-0.175911544822156;2.508;-5.18051452189684
2.519;-0.165973008610308;2.519;-4.90062180906534
2.53;-0.15603447239846;2.53;-4.5757463388145
2.541;-0.141126668080688;2.541;-4.1109245121479
2.552;-0.15603447239846;2.552;-4.62572718039155
2.563;-0.161003740504384;2.563;-4.71569269523025
2.574;-0.185850081034005;2.574;-5.37543980404735
2.585;-0.185850081034005;2.585;-5.4304187297821
2.596;-0.190819349139929;2.596;-5.4304187297821
2.607;-0.185850081034005;2.607;-5.31546279415488
2.618;-0.180880812928081;2.618;-5.20050685852766
2.629;-0.165973008610308;2.629;-4.90561989322305
2.64;-0.161003740504384;2.64;-4.66571185365319
2.651;-0.151065204292536;2.651;-4.3858191408217
2.662;-0.136157399974763;2.662;-3.85602222010493
2.673;-0.165973008610308;2.673;-4.76067545264959
2.684;-0.185850081034005;2.684;-5.22549727931619
2.695;-0.190819349139929;2.695;-5.38543597236276
2.706;-0.185850081034005;2.706;-5.30546662583947
2.717;-0.185850081034005;2.717;-5.22049919515848
2.728;-0.175911544822156;2.728;-5.00558157637715
2.739;-0.165973008610308;2.739;-4.68070610612631
2.75;-0.15603447239846;2.75;-4.40581147745252
2.761;-0.165973008610308;2.761;-4.62072909623384
2.772;-0.165973008610308;2.772;-4.70069844275713
2.783;-0.185850081034005;2.783;-5.3354551307857
2.794;-0.190819349139929;2.794;-5.35044938325882
2.805;-0.190819349139929;2.805;-5.34045321494341
2.816;-0.175911544822156;2.816;-5.19550877436996
2.827;-0.175911544822156;2.827;-4.93061031401157
2.838;-0.161003740504384;2.838;-4.56075208634138
2.849;-0.146095936186612;2.849;-4.02595708146691
2.86;-0.165973008610308;2.86;-4.6757080219686
2.871;-0.190819349139929;2.871;-5.2354934476316
2.882;-0.195788617245853;2.882;-5.38043788820505
2.893;-0.195788617245853;2.893;-5.35544746741652
2.904;-0.190819349139929;2.904;-5.30046854168177
2.915;-0.185850081034005;2.915;-5.08555092290044
2.926;-0.175911544822156;2.926;-4.78566587343812
2.937;-0.161003740504384;2.937;-4.49077890813351
2.948;-0.151065204292536;2.948;-4.10092834383249
2.959;-0.170942276716232;2.959;-4.71069461107254
2.97;-0.185850081034005;2.97;-4.97559307143092
2.981;-0.195788617245853;2.981;-5.38043788820505
2.992;-0.195788617245853;2.992;-5.37543980404735
3.003;-0.195788617245853;3.003;-5.31546279415488
3.014;-0.190819349139929;3.014;-5.10054517537355
3.025;-0.175911544822156;3.025;-4.70569652691484
3.036;-0.15603447239846;3.036;-4.33583829924464
3.047;-0.170942276716232;3.047;-4.55075591802597
3.058;-0.175911544822156;3.058;-4.65571568533778
3.069;-0.200757885351777;3.069;-5.32545896247029
3.08;-0.205727153457701;3.08;-5.3354551307857
3.091;-0.195788617245853;3.091;-5.2354934476316
3.102;-0.185850081034005;3.102;-4.88062947243452
3.113;-0.170942276716232;3.113;-4.58574250712991
3.124;-0.146095936186612;3.124;-3.94098965078592
3.135;-0.175911544822156;3.135;-4.65571568533778
3.146;-0.185850081034005;3.146;-4.79566204175353
3.157;-0.205727153457701;3.157;-5.41542447730899
3.168;-0.215665689669549;3.168;-5.45540915057063
3.179;-0.205727153457701;3.179;-5.38543597236276
3.19;-0.205727153457701;3.19;-5.34545129910111
3.201;-0.200757885351777;3.201;-5.16552026942372
3.212;-0.190819349139929;3.212;-4.97559307143092
3.223;-0.180880812928081;3.223;-4.75067928433418
3.234;-0.175911544822156;3.234;-4.54075974971056
3.245;-0.136157399974763;3.245;-3.68608735874295
3.256;-0.180880812928081;3.256;-4.68570419028401
3.267;-0.180880812928081;3.267;-4.74068311601877
3.278;-0.210696421563625;3.278;-5.36544363573194
3.289;-0.210696421563625;3.289;-5.39043405652046
3.3;-0.215665689669549;3.3;-5.4304187297821
3.311;-0.210696421563625;3.311;-5.38543597236276
3.322;-0.210696421563625;3.322;-5.330457046628
3.333;-0.200757885351777;3.333;-5.16052218526602
3.344;-0.190819349139929;3.344;-4.94060648232698
3.355;-0.185850081034005;3.355;-4.69070227444172
3.366;-0.180880812928081;3.366;-4.42080572992563
3.377;-0.165973008610308;3.377;-4.27586128935218
3.388;-0.185850081034005;3.388;-4.6707099378109
3.399;-0.185850081034005;3.399;-4.73068694770336
3.41;-0.210696421563625;3.41;-5.40043022483587
3.421;-0.215665689669549;3.421;-5.45041106641293
3.432;-0.215665689669549;3.432;-5.45540915057063
3.443;-0.215665689669549;3.443;-5.35544746741652
3.454;-0.210696421563625;3.454;-5.27547812089324
3.465;-0.200757885351777;3.465;-5.0455662496388
3.476;-0.190819349139929;3.476;-4.83064863085747
3.487;-0.185850081034005;3.487;-4.59573867544532
3.498;-0.175911544822156;3.498;-4.36082872003317
3.509;-0.190819349139929;3.509;-4.69070227444172
3.52;-0.195788617245853;3.52;-4.71569269523025
