Temps;EA0;Temps;EA1
0;-0.0866350275464356;0;-3.24336075270548
0.02;-0.0816559949889779;0.02;-3.1686404235661
0.04;-0.0716979298740625;0.04;-2.76515064621344
0.06;-0.0866350275464356;0.06;-3.3629132793285
0.08;-0.0816559949889779;0.08;-3.11882687080652
0.1;-0.0716979298740625;0.1;-2.83987097535282
0.12;-0.0866350275464356;0.12;-3.35295056877658
0.14;-0.0766769624315202;0.14;-2.97436756780371
0.16;-0.0766769624315202;0.16;-2.97436756780371
0.18;-0.0866350275464356;0.18;-3.34298785822466
0.2;-0.0766769624315202;0.2;-2.89964723866433
0.22;-0.0766769624315202;0.22;-2.95444214669988
0.24;-0.0816559949889779;0.24;-3.18856584466994
0.26;-0.0667188973166049;0.26;-2.65057947486639
0.28;-0.0866350275464356;0.28;-3.28819295018911
0.3;-0.0816559949889779;0.3;-3.1088641602546
0.32;-0.0766769624315202;0.32;-2.83488962007686
0.34;-0.0816559949889779;0.34;-3.18856584466994
0.36;-0.0716979298740625;0.36;-2.83488962007686
0.38;-0.0816559949889779;0.38;-3.11882687080652
0.4;-0.0816559949889779;0.4;-3.25830481853336
0.42;-0.0766769624315202;0.42;-2.79005742259324
0.44;-0.0916140601038933;0.44;-3.31808108184487
0.46;-0.0816559949889779;0.46;-3.06901331804693
0.48;-0.0766769624315202;0.48;-2.78507606731728
0.5;-0.0866350275464356;0.5;-3.20849126577377
0.52;-0.0716979298740625;0.52;-2.72031844872981
0.54;-0.0816559949889779;0.54;-3.26826752908528
0.56;-0.0816559949889779;0.56;-3.16365906829014
0.58;-0.0716979298740625;0.58;-2.77511335676536
0.6;-0.0816559949889779;0.6;-3.22841668687761
0.62;-0.0716979298740625;0.62;-2.83488962007686
0.64;-0.0816559949889779;0.64;-3.17860313411802
0.66;-0.0866350275464356;0.66;-3.12380822608247
0.68;-0.0716979298740625;0.68;-2.74024386983365
0.7;-0.0866350275464356;0.7;-3.23837939742953
0.72;-0.0716979298740625;0.72;-2.77511335676536
0.74;-0.0816559949889779;0.74;-3.20350991049781
0.76;-0.0816559949889779;0.76;-3.13875229191035
0.78;-0.0716979298740625;0.78;-2.72529980400577
0.8;-0.0866350275464356;0.8;-3.32804379239678
0.82;-0.0766769624315202;0.82;-2.99429298890755
0.84;-0.0766769624315202;0.84;-2.90462859394029
0.86;-0.0866350275464356;0.86;-3.22343533160165
0.88;-0.0766769624315202;0.88;-2.76016929093748
0.9;-0.0866350275464356;0.9;-3.27324888436124
0.92;-0.0816559949889779;0.92;-3.1935471999459
0.94;-0.0716979298740625;0.94;-2.68046760652214
0.96;-0.0816559949889779;0.96;-3.14871500246227
0.98;-0.0716979298740625;0.98;-2.83488962007686
1;-0.0816559949889779;1;-3.13875229191035
1.02;-0.0816559949889779;1.02;-3.17362177884206
1.04;-0.0716979298740625;1.04;-2.73526251455769
1.06;-0.0816559949889779;1.06;-3.30811837129295
1.08;-0.0766769624315202;1.08;-2.99429298890755
1.1;-0.0766769624315202;1.1;-2.90960994921625
1.12;-0.0866350275464356;1.12;-3.29317430546507
1.14;-0.0766769624315202;1.14;-2.83987097535282
1.16;-0.0816559949889779;1.16;-3.18856584466994
1.18;-0.0866350275464356;1.18;-3.23339804215357
1.2;-0.0667188973166049;1.2;-2.56091507989913
1.22;-0.0816559949889779;1.22;-3.23339804215357
1.24;-0.0766769624315202;1.24;-2.90960994921625
1.26;-0.0766769624315202;1.26;-2.96440485725179
1.28;-0.0866350275464356;1.28;-3.23837939742953
1.3;-0.0716979298740625;1.3;-2.75518793566152
1.32;-0.0816559949889779;1.32;-3.23339804215357
1.34;-0.0766769624315202;1.34;-2.97436756780371
1.36;-0.0766769624315202;1.36;-2.87972181756049
1.38;-0.0866350275464356;1.38;-3.23837939742953
1.4;-0.0716979298740625;1.4;-2.79503877786919
1.42;-0.0866350275464356;1.42;-3.30313701601699
1.44;-0.0816559949889779;1.44;-3.14373364718631
1.46;-0.0716979298740625;1.46;-2.6854489617981
1.48;-0.0816559949889779;1.48;-3.19852855522186
1.5;-0.0716979298740625;1.5;-2.75518793566152
1.52;-0.0816559949889779;1.52;-3.23837939742953
1.54;-0.0816559949889779;1.54;-3.17860313411802
1.56;-0.0716979298740625;1.56;-2.69541167235002
1.58;-0.0816559949889779;1.58;-3.20849126577377
1.6;-0.0766769624315202;1.6;-2.94946079142392
1.62;-0.0766769624315202;1.62;-2.99429298890755
1.64;-0.0916140601038933;1.64;-3.28321159491315
1.66;-0.0716979298740625;1.66;-2.8548150411807
1.68;-0.0816559949889779;1.68;-3.00923705473542
1.7;-0.0766769624315202;1.7;-3.06901331804693
1.72;-0.0716979298740625;1.72;-2.76016929093748
1.74;-0.0866350275464356;1.74;-3.26826752908528
1.76;-0.0766769624315202;1.76;-2.89466588338837
1.78;-0.0816559949889779;1.78;-3.05406925221905
1.8;-0.0916140601038933;1.8;-3.2782302396372
1.82;-0.0766769624315202;1.82;-2.7103557381779
1.84;-0.0916140601038933;1.84;-3.22841668687761
1.86;-0.0866350275464356;1.86;-3.06403196277097
1.88;-0.0766769624315202;1.88;-2.84485233062878
1.9;-0.0916140601038933;1.9;-3.28819295018911
