Temps;EA0;Temps;EA1
0;-0.0617398647591472;0;-9.40031587379053
0.02;-0.0517817996442318;0.02;-8.26954822614789
0.04;-0.0617398647591472;0.04;-9.41027858434245
0.06;-0.0567608322016895;0.06;-8.4737837924622
0.08;-0.0617398647591472;0.08;-9.44514807127416
0.1;-0.0567608322016895;0.1;-8.67801935877651
0.12;-0.0567608322016895;0.12;-8.80753459595144
0.14;-0.0567608322016895;0.14;-8.63816851656884
0.16;-0.0567608322016895;0.16;-8.4737837924622
0.18;-0.0567608322016895;0.18;-8.8971989909187
0.2;-0.0567608322016895;0.2;-8.46382108191028
0.22;-0.0617398647591472;0.22;-9.05162100447342
0.24;-0.0567608322016895;0.24;-8.39408210804686
0.26;-0.0617398647591472;0.26;-9.20106166275218
0.28;-0.0567608322016895;0.28;-8.29445500252768
0.3;-0.0617398647591472;0.3;-9.2957074129954
0.32;-0.0567608322016895;0.32;-8.29445500252768
0.34;-0.0617398647591472;0.34;-9.35050232103094
0.36;-0.0517817996442318;0.36;-7.97564826486632
0.38;-0.0617398647591472;0.38;-9.37042774213478
0.4;-0.0567608322016895;0.4;-7.87602115934715
0.42;-0.0617398647591472;0.42;-9.3803904526867
0.44;-0.0468027670867741;0.44;-7.27327717095613
0.46;-0.0617398647591472;0.46;-9.45012942655012
0.48;-0.0468027670867741;0.48;-7.27327717095613
0.5;-0.0667188973166049;0.5;-9.4401667159982
0.52;-0.0517817996442318;0.52;-7.88598386989906
0.54;-0.0617398647591472;0.54;-9.51488704513758
0.56;-0.0567608322016895;0.56;-8.14501434424892
0.58;-0.0617398647591472;0.58;-9.31563283409923
0.6;-0.0517817996442318;0.6;-8.31438042363152
0.62;-0.0667188973166049;0.62;-9.36544638685882
0.64;-0.0567608322016895;0.64;-8.48872785829008
0.66;-0.0617398647591472;0.66;-9.32061418937519
0.68;-0.0567608322016895;0.68;-8.7029261351563
0.7;-0.0617398647591472;0.7;-8.52359734522179
0.72;-0.0617398647591472;0.72;-8.91712441202253
0.74;-0.0567608322016895;0.74;-8.48872785829008
0.76;-0.0567608322016895;0.76;-9.16619217582047
0.78;-0.0517817996442318;0.78;-8.2446414497681
0.8;-0.0617398647591472;0.8;-9.25585657078773
0.82;-0.0517817996442318;0.82;-7.86605844879523
0.84;-0.0617398647591472;0.84;-9.33555825520307
0.86;-0.0517817996442318;0.86;-7.80628218548372
0.88;-0.0617398647591472;0.88;-9.43518536072224
0.9;-0.0468027670867741;0.9;-7.46256867144257
0.92;-0.0667188973166049;0.92;-9.55473788734525
0.94;-0.0517817996442318;0.94;-7.99557368597016
0.96;-0.0667188973166049;0.96;-9.48499891348183
0.98;-0.0567608322016895;0.98;-8.30939906835556
1;-0.0617398647591472;1;-9.42522265017033
1.02;-0.0567608322016895;1.02;-8.62322445074096
1.04;-0.0567608322016895;1.04;-8.7029261351563
1.06;-0.0617398647591472;1.06;-9.00678880698979
1.08;-0.0567608322016895;1.08;-8.42397023970261
1.1;-0.0667188973166049;1.1;-9.31563283409923
1.12;-0.0567608322016895;1.12;-8.17490247590467
1.14;-0.0617398647591472;1.14;-9.465073492378
1.16;-0.0517817996442318;1.16;-7.70167372468859
1.18;-0.0617398647591472;1.18;-9.5248497556895
1.2;-0.0567608322016895;1.2;-7.93081606738269
1.22;-0.0667188973166049;1.22;-9.53481246624142
1.24;-0.0567608322016895;1.24;-8.44389566080645
1.26;-0.0617398647591472;1.26;-8.92210576729849
1.28;-0.0617398647591472;1.28;-8.9569752542302
1.3;-0.0567608322016895;1.3;-8.3891007527709
1.32;-0.0667188973166049;1.32;-9.36046503158286
1.34;-0.0567608322016895;1.34;-8.18486518645659
1.36;-0.0667188973166049;1.36;-9.53979382151738
1.38;-0.0517817996442318;1.38;-7.21848226292059
1.4;-0.0667188973166049;1.4;-9.51488704513758
1.42;-0.0567608322016895;1.42;-8.05534994928166
1.44;-0.0667188973166049;1.44;-9.50492433458567
1.46;-0.0617398647591472;1.46;-8.46382108191028
1.48;-0.0617398647591472;1.48;-8.8722922145389
1.5;-0.0617398647591472;1.5;-8.95199389895424
1.52;-0.0617398647591472;1.52;-8.41898888442665
1.54;-0.0667188973166049;1.54;-9.38537180796266
1.56;-0.0517817996442318;1.56;-7.79133811965585
1.58;-0.0716979298740625;1.58;-9.48998026875779
1.6;-0.0517817996442318;1.6;-7.17863142071292
1.62;-0.0667188973166049;1.62;-9.50990568986163
1.64;-0.0567608322016895;1.64;-8.06531265983358
1.66;-0.0716979298740625;1.66;-9.49994297930971
1.68;-0.0617398647591472;1.68;-8.5584668321535
1.7;-0.0667188973166049;1.7;-8.42895159497857
1.72;-0.0667188973166049;1.72;-9.00180745171383
1.74;-0.0617398647591472;1.74;-8.44389566080645
1.76;-0.0716979298740625;1.76;-9.2957074129954
1.78;-0.0617398647591472;1.78;-8.19482789700851
1.8;-0.0716979298740625;1.8;-9.41027858434245
1.82;-0.0617398647591472;1.82;-8.01051775179803
1.84;-0.0716979298740625;1.84;-9.47005484765396
1.86;-0.0567608322016895;1.86;-7.168668710161
1.88;-0.0716979298740625;1.88;-9.5248497556895
1.9;-0.0617398647591472;1.9;-8.06531265983358
1.92;-0.0716979298740625;1.92;-9.42024129489437
1.94;-0.0667188973166049;1.94;-8.3293244894594
1.96;-0.0766769624315202;1.96;-9.43020400544629
1.98;-0.0667188973166049;1.98;-8.63318716129288
2;-0.0716979298740625;2;-9.00180745171383
2.02;-0.0716979298740625;2.02;-8.93206847785041
2.04;-0.0716979298740625;2.04;-8.39408210804686
2.06;-0.0716979298740625;2.06;-9.05660235974938
2.08;-0.0667188973166049;2.08;-8.29445500252768
2.1;-0.0716979298740625;2.1;-9.16619217582047
2.12;-0.0667188973166049;2.12;-8.18984654173255
2.14;-0.0766769624315202;2.14;-9.23094979440793
2.16;-0.0667188973166049;2.16;-8.14003298897296
2.18;-0.0766769624315202;2.18;-9.32559554465115
2.2;-0.0667188973166049;2.2;-8.12010756786913
2.22;-0.0716979298740625;2.22;-9.25585657078773
2.24;-0.0667188973166049;2.24;-8.02546181762591
2.26;-0.0766769624315202;2.26;-9.3803904526867
2.28;-0.0617398647591472;2.28;-7.80130083020777
2.3;-0.0766769624315202;2.3;-9.25087521551177
2.32;-0.0567608322016895;2.32;-7.13379922322929
2.34;-0.0766769624315202;2.34;-9.36544638685882
2.36;-0.0617398647591472;2.36;-7.61699068499729
2.38;-0.0766769624315202;2.38;-9.37042774213478
2.4;-0.0667188973166049;2.4;-7.8212262513116
2.42;-0.0816559949889779;2.42;-9.45511078182608
2.44;-0.0667188973166049;2.44;-7.96070419903845
2.46;-0.0816559949889779;2.46;-9.43020400544629
2.48;-0.0667188973166049;2.48;-8.04040588345379
2.5;-0.0816559949889779;2.5;-9.41525993961841
2.52;-0.0667188973166049;2.52;-8.02048046234995
2.54;-0.0816559949889779;2.54;-9.39035316323861
2.56;-0.0716979298740625;2.56;-8.30939906835556
2.58;-0.0766769624315202;2.58;-9.41525993961841
2.6;-0.0766769624315202;2.6;-8.58835496380925
2.62;-0.0766769624315202;2.62;-9.02671422809362
2.64;-0.0766769624315202;2.64;-8.7278329115361
2.66;-0.0766769624315202;2.66;-8.8722922145389
2.68;-0.0766769624315202;2.68;-8.91712441202253
2.7;-0.0766769624315202;2.7;-8.22969738394022
2.72;-0.0766769624315202;2.72;-8.98686338588595
2.74;-0.0667188973166049;2.74;-8.1599584100768
2.76;-0.0766769624315202;2.76;-9.08649049140513
2.78;-0.0766769624315202;2.78;-8.34426855528727
2.8;-0.0816559949889779;2.8;-9.33057689992711
2.82;-0.0716979298740625;2.82;-7.97564826486632
2.84;-0.0816559949889779;2.84;-9.2957074129954
2.86;-0.0716979298740625;2.86;-7.85609573824331
2.88;-0.0866350275464356;2.88;-9.37042774213478
2.9;-0.0716979298740625;2.9;-7.69669236941263
2.92;-0.0816559949889779;2.92;-9.19608030747622
2.94;-0.0716979298740625;2.94;-7.35297885537148
2.96;-0.0866350275464356;2.96;-9.34053961047903
2.98;-0.0667188973166049;2.98;-7.32309072371572
3;-0.0866350275464356;3;-9.3554836763069
