Temps;EA0;Temps;EA1
0;-0.123547035269439;0;-5.18930967245251
0.01;-0.133510448969901;0.01;-5.47741151880473
0.02;-0.108601914718747;0.02;-4.68264780472964
0.03;-0.12852874211967;0.03;-5.4823787920177
0.04;-0.0886750873178244;0.04;-3.7338986210525
0.05;-0.123547035269439;0.05;-5.26878604386002
0.06;-0.118565328419209;0.06;-4.92604419216514
0.07;-0.113583621568978;0.07;-4.8664369136095
0.08;-0.133510448969901;0.08;-5.49231333844364
0.09;-0.108601914718747;0.09;-4.38957868516445
0.1;-0.12852874211967;0.1;-5.42277151346207
0.11;-0.118565328419209;0.11;-4.8018623618409
0.12;-0.118565328419209;0.12;-4.99558601714671
0.13;-0.12852874211967;0.13;-5.52211697772145
0.14;-0.103620207868516;0.14;-4.49885869584978
0.15;-0.12852874211967;0.15;-5.45257515273988
0.16;-0.113583621568978;0.16;-4.73232053685933
0.17;-0.118565328419209;0.17;-5.05519329570234
0.18;-0.12852874211967;0.18;-5.46747697237879
0.19;-0.108601914718747;0.19;-4.53362960834056
0.2;-0.12852874211967;0.2;-5.37806605454534
0.21;-0.108601914718747;0.21;-4.81676418147981
0.22;-0.123547035269439;0.22;-5.08996420819312
0.23;-0.12852874211967;0.23;-5.45754242595285
0.24;-0.0986385010182858;0.24;-4.30513504054397
0.25;-0.12852874211967;0.25;-5.45754242595285
0.26;-0.113583621568978;0.26;-4.79689508862793
0.27;-0.113583621568978;0.27;-5.00552056357265
0.28;-0.133510448969901;0.28;-5.51714970450848
0.29;-0.103620207868516;0.29;-4.38957868516445
0.3;-0.12852874211967;0.3;-5.40290242061019
0.31;-0.113583621568978;0.31;-4.74722235649824
0.32;-0.113583621568978;0.32;-4.99061874393374
0.33;-0.133510448969901;0.33;-5.47741151880473
0.34;-0.103620207868516;0.34;-4.32997140660882
0.35;-0.12852874211967;0.35;-5.32342604920268
0.36;-0.113583621568978;0.36;-4.8515350939706
0.37;-0.118565328419209;0.37;-4.93101146537811
0.38;-0.12852874211967;0.38;-5.46747697237879
0.39;-0.0936567941680551;0.39;-4.19088775664568
0.4;-0.12852874211967;0.4;-5.35819696169347
0.41;-0.113583621568978;0.41;-4.80682963505387
0.42;-0.108601914718747;0.42;-4.79192781541497
0.43;-0.12852874211967;0.43;-5.4823787920177
0.44;-0.103620207868516;0.44;-4.29023322090507
0.45;-0.123547035269439;0.45;-5.33336059562862
0.46;-0.118565328419209;0.46;-5.12473512068391
0.47;-0.113583621568978;0.47;-4.83166600111872
0.48;-0.12852874211967;0.48;-5.47741151880473
0.49;-0.0986385010182858;0.49;-4.27036412805319
0.5;-0.12852874211967;0.5;-5.31349150277674
0.51;-0.118565328419209;0.51;-4.87637146003544
0.52;-0.113583621568978;0.52;-4.89127327967435
0.53;-0.12852874211967;0.53;-5.46747697237879
0.54;-0.0886750873178244;0.54;-3.93755682278425
0.55;-0.123547035269439;0.55;-5.37309878133237
0.56;-0.113583621568978;0.56;-4.80682963505387
0.57;-0.12852874211967;0.57;-4.95584783144295
0.58;-0.133510448969901;0.58;-5.52211697772145
0.59;-0.0986385010182858;0.59;-4.40448050480336
0.6;-0.12852874211967;0.6;-5.46250969916582
0.61;-0.113583621568978;0.61;-4.76709144935012
0.62;-0.118565328419209;0.62;-5.20917876530439
0.63;-0.12852874211967;0.63;-5.50721515808254
0.64;-0.113583621568978;0.64;-4.72735326364636
0.65;-0.12852874211967;0.65;-5.51218243129551
0.66;-0.103620207868516;0.66;-4.31506958696991
0.67;-0.123547035269439;0.67;-5.36316423490644
0.68;-0.113583621568978;0.68;-4.79192781541497
0.69;-0.118565328419209;0.69;-4.98565147072077
0.7;-0.12852874211967;0.7;-5.4823787920177
0.71;-0.113583621568978;0.71;-4.51376051548868
0.72;-0.12852874211967;0.72;-5.43270605988801
0.73;-0.108601914718747;0.73;-4.77702599577606
0.74;-0.123547035269439;0.74;-5.20421149209142
0.75;-0.12852874211967;0.75;-5.46747697237879
0.76;-0.108601914718747;0.76;-4.71741871722043
0.77;-0.12852874211967;0.77;-5.4823787920177
0.78;-0.0936567941680551;0.78;-4.14618229772896
0.79;-0.123547035269439;0.79;-5.28368786349893
0.8;-0.123547035269439;0.8;-4.91114237252623
0.81;-0.113583621568978;0.81;-4.83663327433169
0.82;-0.133510448969901;0.82;-5.49728061165661
0.83;-0.0986385010182858;0.83;-4.41938232444227
0.84;-0.12852874211967;0.84;-5.38303332775831
0.85;-0.113583621568978;0.85;-4.83166600111872
0.86;-0.113583621568978;0.86;-4.88133873324841
0.87;-0.133510448969901;0.87;-5.51714970450848
0.88;-0.0936567941680551;0.88;-4.08160774596035
0.89;-0.12852874211967;0.89;-5.37806605454534
0.9;-0.113583621568978;0.9;-4.76709144935012
0.91;-0.118565328419209;0.91;-4.88133873324841
0.92;-0.12852874211967;0.92;-5.44760787952691
0.93;-0.0886750873178244;0.93;-3.9127204567194
0.94;-0.123547035269439;0.94;-5.31845877598971
0.95;-0.113583621568978;0.95;-4.87140418682247
0.96;-0.113583621568978;0.96;-4.81676418147981
0.97;-0.12852874211967;0.97;-5.4823787920177
0.98;-0.0986385010182858;0.98;-4.20578957628459
0.99;-0.123547035269439;0.99;-5.34329514205456
1;-0.113583621568978;1;-4.93597873859107
1.01;-0.113583621568978;1.01;-4.80682963505387
1.02;-0.12852874211967;1.02;-5.49728061165661
1.03;-0.0986385010182858;1.03;-4.33493867982179
1.04;-0.123547035269439;1.04;-5.29362240992486
1.05;-0.123547035269439;1.05;-5.15950603317469
1.06;-0.103620207868516;1.06;-4.77702599577606
1.07;-0.123547035269439;1.07;-5.45257515273988
1.08;-0.103620207868516;1.08;-4.44918596372008
1.09;-0.123547035269439;1.09;-5.23401513136923
1.1;-0.118565328419209;1.1;-5.25885149743408
1.11;-0.108601914718747;1.11;-4.72735326364636
1.12;-0.12852874211967;1.12;-5.48734606523067
1.13;-0.0836933804675937;1.13;-4.34487322624773
1.14;-0.123547035269439;1.14;-5.29858968313783
1.15;-0.118565328419209;1.15;-4.99558601714671
1.16;-0.113583621568978;1.16;-4.79689508862793
1.17;-0.12852874211967;1.17;-5.48734606523067
1.18;-0.0986385010182858;1.18;-4.29023322090507
1.19;-0.12852874211967;1.19;-5.38800060097128
1.2;-0.113583621568978;1.2;-4.85650236718357
1.21;-0.113583621568978;1.21;-4.99558601714671
1.22;-0.12852874211967;1.22;-5.48734606523067
1.23;-0.103620207868516;1.23;-4.40944777801633
1.24;-0.12852874211967;1.24;-5.45754242595285
1.25;-0.113583621568978;1.25;-4.786960542202
