Temps;EA0;Temps;EA1
0;-0,12852874211967;0;-5,34329514205456
0,01;-0,123547035269439;0,01;-4,98565147072077
0,02;-0,113583621568978;0,02;-4,63297507259995
0,03;-0,133510448969901;0,03;-5,40786969382316
0,04;-0,113583621568978;0,04;-4,78199326898903
0,05;-0,118565328419209;0,05;-4,81676418147981
0,06;-0,123547035269439;0,06;-5,4823787920177
0,07;-0,108601914718747;0,07;-4,69754962436855
0,08;-0,123547035269439;0,08;-5,00055329035968
0,09;-0,12852874211967;0,09;-5,4178042402491
0,1;-0,108601914718747;0,1;-4,26042958162725
0,11;-0,118565328419209;0,11;-5,03035692963749
0,12;-0,133510448969901;0,12;-5,36316423490644
0,13;-0,103620207868516;0,13;-4,37467686552554
0,14;-0,123547035269439;0,14;-5,08499693498015
0,15;-0,133510448969901;0,15;-5,40290242061019
0,16;-0,0637665530666709;0,16;-3,64448770321906
0,17;-0,123547035269439;0,17;-5,11480057425797
0,18;-0,133510448969901;0,18;-5,4178042402491
0,19;-0,103620207868516;0,19;-4,26539685484022
0,2;-0,123547035269439;0,2;-5,12473512068391
0,21;-0,133510448969901;0,21;-5,46747697237879
0,22;-0,103620207868516;0,22;-4,2355932155624
0,23;-0,123547035269439;0,23;-5,15950603317469
0,24;-0,133510448969901;0,24;-5,40290242061019
0,25;-0,0737299667671323;0,25;-3,0384803712368
0,26;-0,123547035269439;0,26;-5,09493148140609
0,27;-0,12852874211967;0,27;-5,36316423490644
0,28;-0,103620207868516;0,28;-4,25546230841428
0,29;-0,123547035269439;0,29;-5,109833301045
0,3;-0,12852874211967;0,3;-5,39793514739722
0,31;-0,103620207868516;0,31;-4,02696774061769
0,32;-0,123547035269439;0,32;-5,12970239389688
0,33;-0,133510448969901;0,33;-5,41283696703613
0,34;-0,103620207868516;0,34;-4,27036412805319
0,35;-0,123547035269439;0,35;-5,12473512068391
0,36;-0,12852874211967;0,36;-5,45754242595285
0,37;-0,103620207868516;0,37;-3,49050223361701
0,38;-0,133510448969901;0,38;-5,18434239923954
0,39;-0,133510448969901;0,39;-5,40786969382316
0,4;-0,0986385010182858;0,4;-4,14121502451599
0,41;-0,123547035269439;0,41;-5,18434239923954
0,42;-0,133510448969901;0,42;-5,3681315081194
0,43;-0,0986385010182858;0,43;-4,26539685484022
0,44;-0,12852874211967;0,44;-5,25885149743408
0,45;-0,12852874211967;0,45;-5,40786969382316
0,46;-0,108601914718747;0,46;-4,50382596906275
0,47;-0,133510448969901;0,47;-5,36316423490644
0,48;-0,113583621568978;0,48;-4,88133873324841
0,49;-0,113583621568978;0,49;-4,68264780472964
0,5;-0,12852874211967;0,5;-5,39296787418425
0,51;-0,113583621568978;0,51;-4,77702599577606
0,52;-0,113583621568978;0,52;-4,8018623618409
0,53;-0,133510448969901;0,53;-5,4178042402491
0,54;-0,113583621568978;0,54;-4,68264780472964
0,55;-0,118565328419209;0,55;-4,93597873859107
0,56;-0,12852874211967;0,56;-5,38800060097128
0,57;-0,108601914718747;0,57;-4,35977504588664
0,58;-0,123547035269439;0,58;-5,08996420819312
0,59;-0,123547035269439;0,59;-5,41283696703613
0,6;-0,103620207868516;0,6;-4,38957868516445
