Temps,EA0
0,-0.177156304940581
0.01,-0.162227406166494
0.02,-0.152274806983769
0.03,-0.172180005349219
0.04,-0.157251106575131
0.05,-0.157251106575131
0.06,-0.182132604531944
0.07,-0.162227406166494
0.08,-0.142322207801044
0.09,-0.177156304940581
0.1,-0.167203705757856
0.11,-0.147298507392406
0.12,-0.177156304940581
0.13,-0.167203705757856
0.14,-0.142322207801044
0.15,-0.177156304940581
0.16,-0.167203705757856
0.17,-0.127393309026957
0.18,-0.177156304940581
0.19,-0.167203705757856
0.2,-0.127393309026957
0.21,-0.172180005349219
0.22,-0.167203705757856
0.23,-0.127393309026957
0.24,-0.177156304940581
0.25,-0.162227406166494
0.26,-0.132369608618319
0.27,-0.177156304940581
0.28,-0.167203705757856
0.29,-0.142322207801044
0.3,-0.177156304940581
0.31,-0.172180005349219
0.32,-0.142322207801044
0.33,-0.177156304940581
0.34,-0.172180005349219
0.35,-0.142322207801044
0.36,-0.172180005349219
0.37,-0.177156304940581
0.38,-0.142322207801044
0.39,-0.172180005349219
0.4,-0.167203705757856
0.41,-0.142322207801044
0.42,-0.172180005349219
0.43,-0.167203705757856
0.44,-0.137345908209682
0.45,-0.172180005349219
0.46,-0.167203705757856
0.47,-0.127393309026957
0.48,-0.182132604531944
0.49,-0.172180005349219
0.5,-0.132369608618319
0.51,-0.172180005349219
0.52,-0.167203705757856
0.53,-0.122417009435594
0.54,-0.177156304940581
0.55,-0.167203705757856
0.56,-0.147298507392406
0.57,-0.172180005349219
0.58,-0.167203705757856
0.59,-0.142322207801044
0.6,-0.177156304940581
0.61,-0.162227406166494
0.62,-0.137345908209682
0.63,-0.172180005349219
0.64,-0.162227406166494
0.65,-0.152274806983769
0.66,-0.177156304940581
0.67,-0.162227406166494
0.68,-0.142322207801044
0.69,-0.177156304940581
0.7,-0.162227406166494
0.71,-0.157251106575131
0.72,-0.172180005349219
0.73,-0.162227406166494
0.74,-0.152274806983769
0.75,-0.172180005349219
0.76,-0.157251106575131
0.77,-0.157251106575131
0.78,-0.177156304940581
0.79,-0.152274806983769
0.8,-0.157251106575131
0.81,-0.172180005349219
0.82,-0.157251106575131
0.83,-0.152274806983769
0.84,-0.177156304940581
0.85,-0.152274806983769
0.86,-0.147298507392406
0.87,-0.172180005349219
0.88,-0.152274806983769
0.89,-0.152274806983769
0.9,-0.177156304940581
0.91,-0.152274806983769
0.92,-0.162227406166494
0.93,-0.172180005349219
0.94,-0.147298507392406
0.95,-0.162227406166494
0.96,-0.172180005349219
0.97,-0.152274806983769
0.98,-0.162227406166494
0.99,-0.167203705757856
1,-0.137345908209682
1.01,-0.172180005349219
1.02,-0.172180005349219
1.03,-0.147298507392406
1.04,-0.177156304940581
1.05,-0.167203705757856
1.06,-0.132369608618319
1.07,-0.172180005349219
1.08,-0.162227406166494
1.09,-0.132369608618319
1.1,-0.172180005349219
1.11,-0.162227406166494
1.12,-0.142322207801044
1.13,-0.172180005349219
1.14,-0.162227406166494
1.15,-0.152274806983769
1.16,-0.177156304940581
1.17,-0.157251106575131
1.18,-0.152274806983769
1.19,-0.182132604531944
1.2,-0.157251106575131
1.21,-0.157251106575131
1.22,-0.172180005349219
1.23,-0.152274806983769
1.24,-0.152274806983769
1.25,-0.172180005349219
1.26,-0.152274806983769
1.27,-0.157251106575131
1.28,-0.172180005349219
1.29,-0.152274806983769
1.3,-0.157251106575131
1.31,-0.172180005349219
1.32,-0.147298507392406
1.33,-0.157251106575131
1.34,-0.177156304940581
1.35,-0.147298507392406
1.36,-0.167203705757856
1.37,-0.172180005349219
1.38,-0.147298507392406
1.39,-0.167203705757856
1.4,-0.172180005349219
1.41,-0.142322207801044
1.42,-0.172180005349219
1.43,-0.172180005349219
1.44,-0.147298507392406
1.45,-0.172180005349219
1.46,-0.177156304940581
1.47,-0.142322207801044
1.48,-0.177156304940581
1.49,-0.172180005349219
1.5,-0.147298507392406
1.51,-0.157251106575131
1.52,-0.172180005349219
1.53,-0.152274806983769
1.54,-0.157251106575131
1.55,-0.172180005349219
1.56,-0.157251106575131
1.57,-0.157251106575131
1.58,-0.172180005349219
1.59,-0.157251106575131
1.6,-0.152274806983769
1.61,-0.177156304940581
1.62,-0.157251106575131
1.63,-0.152274806983769
1.64,-0.172180005349219
1.65,-0.162227406166494
1.66,-0.137345908209682
1.67,-0.177156304940581
1.68,-0.167203705757856
1.69,-0.142322207801044
1.7,-0.177156304940581
1.71,-0.167203705757856
1.72,-0.132369608618319
1.73,-0.182132604531944
1.74,-0.177156304940581
1.75,-0.152274806983769
1.76,-0.162227406166494
1.77,-0.182132604531944
1.78,-0.152274806983769
1.79,-0.162227406166494
1.8,-0.177156304940581
1.81,-0.157251106575131
1.82,-0.162227406166494
1.83,-0.182132604531944
1.84,-0.157251106575131
1.85,-0.167203705757856
1.86,-0.182132604531944
1.87,-0.172180005349219
1.88,-0.157251106575131
1.89,-0.182132604531944
1.9,-0.162227406166494
1.91,-0.162227406166494
1.92,-0.187108904123306
1.93,-0.172180005349219
1.94,-0.147298507392406
1.95,-0.182132604531944
1.96,-0.187108904123306
1.97,-0.157251106575131
1.98,-0.187108904123306
1.99,-0.177156304940581
2,-0.152274806983769
2.01,-0.187108904123306
2.02,-0.177156304940581
2.03,-0.152274806983769
2.04,-0.187108904123306
2.05,-0.167203705757856
2.06,-0.142322207801044
2.07,-0.182132604531944
2.08,-0.172180005349219
2.09,-0.147298507392406
2.1,-0.187108904123306
2.11,-0.172180005349219
2.12,-0.152274806983769
2.13,-0.187108904123306
2.14,-0.172180005349219
2.15,-0.152274806983769
2.16,-0.187108904123306
2.17,-0.172180005349219
2.18,-0.147298507392406
2.19,-0.182132604531944
2.2,-0.167203705757856
2.21,-0.162227406166494
2.22,-0.187108904123306
2.23,-0.162227406166494
2.24,-0.162227406166494
2.25,-0.182132604531944
2.26,-0.162227406166494
2.27,-0.162227406166494
2.28,-0.182132604531944
2.29,-0.157251106575131
