Temps;EA0
0;-0.0327844638377428
0.008;-0.0327844638377428
0.016;-0.037751676980406
0.024;-0.0327844638377428
0.032;-0.0327844638377428
0.04;-0.0327844638377428
0.048;-0.0327844638377428
0.056;-0.0327844638377428
0.064;-0.0278172506950796
0.072;-0.0228500375524163
0.08;-0.0278172506950796
0.088;-0.0327844638377428
0.096;-0.0327844638377428
0.104;-0.0327844638377428
0.112;-0.0327844638377428
0.12;-0.0327844638377428
0.128;-0.0327844638377428
0.136;-0.0278172506950796
0.144;-0.0278172506950796
0.152;-0.0278172506950796
0.16;-0.0327844638377428
0.168;-0.0327844638377428
0.176;-0.0327844638377428
0.184;-0.0327844638377428
0.192;-0.0327844638377428
0.2;-0.0327844638377428
0.208;-0.0327844638377428
0.216;-0.0327844638377428
0.224;-0.0278172506950796
0.232;-0.0278172506950796
0.24;-0.037751676980406
0.248;-0.037751676980406
0.256;-0.0327844638377428
0.264;-0.0327844638377428
0.272;-0.0327844638377428
0.28;-0.0327844638377428
0.288;-0.0278172506950796
0.296;-0.0278172506950796
0.304;-0.0278172506950796
0.312;-0.0278172506950796
0.32;-0.0327844638377428
0.328;-0.0327844638377428
0.336;-0.0327844638377428
0.344;-0.0327844638377428
0.352;-0.0327844638377428
0.36;-0.0327844638377428
0.368;-0.0327844638377428
0.376;-0.0278172506950796
0.384;-0.0327844638377428
0.392;-0.0278172506950796
0.4;-0.0278172506950796
0.408;-0.0278172506950796
0.416;-0.0327844638377428
0.424;-0.0327844638377428
0.432;-0.0327844638377428
0.44;-0.0178828244097531
0.448;-0.0327844638377428
0.456;-0.0327844638377428
0.464;-0.0278172506950796
0.472;-0.0278172506950796
0.48;-0.0278172506950796
0.488;-0.0327844638377428
0.496;-0.0327844638377428
0.504;-0.0327844638377428
0.512;-0.037751676980406
0.52;-0.037751676980406
0.528;-0.0327844638377428
0.536;-0.0278172506950796
0.544;-0.0327844638377428
0.552;-0.0278172506950796
0.56;-0.0327844638377428
0.568;-0.037751676980406
0.576;-0.0327844638377428
0.584;-0.037751676980406
0.592;-0.0327844638377428
0.6;-0.037751676980406
0.608;-0.0327844638377428
0.616;-0.0327844638377428
0.624;-0.057620529551059
0.632;-0.0278172506950796
0.64;-0.0278172506950796
0.648;-0.0327844638377428
0.656;-0.0675549558363855
0.664;-0.0327844638377428
0.672;-0.037751676980406
0.68;-0.0427188901230693
0.688;-0.0327844638377428
0.696;-0.0327844638377428
0.704;-0.0327844638377428
0.712;-0.0327844638377428
0.72;-0.0327844638377428
0.728;-0.0327844638377428
0.736;-0.0129156112670898
0.744;-0.0327844638377428
0.752;-0.0327844638377428
0.76;-0.0327844638377428
0.768;-0.037751676980406
0.776;0.00695324130356312
0.784;-0.037751676980406
0.792;-0.0327844638377428
0.8;-0.0228500375524163
0.808;-0.0278172506950796
0.816;-0.037751676980406
0.824;-0.0327844638377428
0.832;-0.037751676980406
0.84;-0.0327844638377428
0.848;-0.037751676980406
0.856;-0.0427188901230693
0.864;-0.0526533164083958
0.872;-0.0278172506950796
0.88;-0.0278172506950796
0.888;-0.0278172506950796
0.896;-0.0327844638377428
0.904;-0.0327844638377428
0.912;-0.0278172506950796
0.92;-0.0327844638377428
0.928;-0.0427188901230693
0.936;-0.037751676980406
0.944;-0.0327844638377428
0.952;-0.0278172506950796
0.96;-0.037751676980406
0.968;-0.0327844638377428
0.976;-0.0327844638377428
0.984;-0.0327844638377428
0.992;-0.0327844638377428
1;-0.0327844638377428
1.008;-0.0327844638377428
1.016;-0.0327844638377428
1.024;-0.0327844638377428
1.032;-0.0327844638377428
1.04;-0.0278172506950796
1.048;-0.0327844638377428
1.056;-0.0278172506950796
1.064;-0.0228500375524163
1.072;-0.0228500375524163
1.08;-0.0327844638377428
1.088;-0.0327844638377428
1.096;-0.0327844638377428
1.104;-0.0327844638377428
1.112;-0.0327844638377428
1.12;-0.0228500375524163
1.128;-0.0278172506950796
1.136;-0.0278172506950796
1.144;-0.0178828244097531
1.152;-0.0327844638377428
1.16;-0.0327844638377428
1.168;-0.037751676980406
1.176;-0.0327844638377428
1.184;-0.0327844638377428
1.192;-0.0327844638377428
1.2;-0.0278172506950796
1.208;-0.0427188901230693
1.216;-0.0278172506950796
1.224;-0.037751676980406
1.232;-0.0278172506950796
1.24;-0.0327844638377428
1.248;-0.0327844638377428
1.256;-0.037751676980406
1.264;-0.037751676980406
1.272;-0.0327844638377428
1.28;-0.0327844638377428
1.288;-0.0327844638377428
1.296;-0.0278172506950796
1.304;-0.0278172506950796
1.312;0.0317893070168793
1.32;-0.0327844638377428
1.328;-0.0327844638377428
1.336;-0.0327844638377428
1.344;-0.0327844638377428
1.352;-0.0327844638377428
1.36;-0.0476861032657325
1.368;-0.0178828244097531
1.376;-0.0327844638377428
1.384;-0.0327844638377428
1.392;-0.0278172506950796
1.4;-0.0178828244097531
1.408;-0.0278172506950796
1.416;-0.0327844638377428
1.424;-0.0327844638377428
1.432;-0.0327844638377428
1.44;-0.0327844638377428
1.448;-0.037751676980406
1.456;-0.0675549558363855
1.464;-0.0278172506950796
1.472;-0.0278172506950796
1.48;-0.0476861032657325
1.488;-0.0129156112670898
1.496;-0.0327844638377428
1.504;-0.037751676980406
