Temps;EA0
0;-0.0725221689790487
0.01;-0.0725221689790487
0.02;-0.077489382121712
0.03;-0.0973582346923649
0.04;-0.0824565952643752
0.05;-0.0824565952643752
0.06;-0.0625877426937222
0.07;-0.077489382121712
0.08;-0.0725221689790487
0.09;-0.0824565952643752
0.1;-0.0874238084070385
0.11;-0.0874238084070385
0.12;-0.077489382121712
0.13;-0.0675549558363855
0.14;-0.077489382121712
0.15;-0.077489382121712
0.16;-0.0824565952643752
0.17;-0.0874238084070385
0.18;-0.0874238084070385
0.19;-0.0725221689790487
0.2;-0.0725221689790487
0.21;-0.0725221689790487
0.22;-0.0874238084070385
0.23;-0.0824565952643752
0.24;-0.0725221689790487
0.25;-0.077489382121712
0.26;-0.077489382121712
0.27;-0.0824565952643752
0.28;-0.0824565952643752
0.29;-0.0824565952643752
0.3;-0.0824565952643752
0.31;-0.0725221689790487
0.32;-0.0725221689790487
0.33;-0.077489382121712
0.34;-0.0824565952643752
0.35;-0.0824565952643752
0.36;-0.0824565952643752
0.37;-0.0725221689790487
0.38;-0.0725221689790487
0.39;-0.0824565952643752
0.4;-0.0874238084070385
0.41;-0.0824565952643752
0.42;-0.0824565952643752
0.43;-0.0725221689790487
0.44;-0.077489382121712
0.45;-0.0874238084070385
0.46;-0.0874238084070385
0.47;-0.0923910215497017
0.48;-0.077489382121712
0.49;-0.077489382121712
0.5;-0.077489382121712
0.51;-0.0824565952643752
0.52;-0.0874238084070385
0.53;-0.0725221689790487
0.54;-0.0725221689790487
0.55;-0.077489382121712
0.56;-0.0824565952643752
0.57;-0.0824565952643752
0.58;-0.0824565952643752
0.59;-0.077489382121712
0.6;-0.0725221689790487
0.61;-0.0824565952643752
0.62;-0.0824565952643752
0.63;-0.0824565952643752
0.64;-0.0824565952643752
0.65;-0.077489382121712
0.66;-0.0725221689790487
0.67;-0.077489382121712
0.68;-0.0725221689790487
0.69;-0.0824565952643752
0.7;-0.077489382121712
0.71;-0.0675549558363855
0.72;-0.077489382121712
0.73;-0.0874238084070385
0.74;-0.0923910215497017
0.75;-0.077489382121712
0.76;-0.0725221689790487
0.77;-0.077489382121712
0.78;-0.0824565952643752
0.79;-0.0874238084070385
0.8;-0.0824565952643752
0.81;-0.077489382121712
0.82;-0.0725221689790487
0.83;-0.077489382121712
0.84;-0.0824565952643752
0.85;-0.0824565952643752
0.86;-0.0675549558363855
0.87;-0.0725221689790487
0.88;-0.077489382121712
0.89;-0.0824565952643752
0.9;-0.0824565952643752
0.91;-0.077489382121712
0.92;-0.077489382121712
0.93;-0.0725221689790487
0.94;-0.077489382121712
0.95;-0.0874238084070385
0.96;-0.0874238084070385
0.97;-0.0824565952643752
0.98;-0.0675549558363855
0.99;-0.077489382121712
1;-0.077489382121712
1.01;-0.0874238084070385
1.02;-0.0824565952643752
1.03;-0.0824565952643752
1.04;-0.0675549558363855
1.05;-0.077489382121712
1.06;-0.0824565952643752
1.07;-0.0874238084070385
1.08;-0.0824565952643752
1.09;-0.077489382121712
1.1;-0.077489382121712
1.11;-0.0824565952643752
1.12;-0.077489382121712
1.13;-0.077489382121712
1.14;-0.077489382121712
1.15;-0.0725221689790487
1.16;-0.077489382121712
1.17;-0.0824565952643752
1.18;-0.0874238084070385
1.19;-0.0824565952643752
1.2;-0.077489382121712
1.21;-0.0874238084070385
1.22;-0.077489382121712
1.23;-0.0824565952643752
1.24;-0.0874238084070385
1.25;-0.0824565952643752
1.26;-0.077489382121712
1.27;-0.0725221689790487
1.28;-0.077489382121712
1.29;-0.0824565952643752
1.3;-0.0824565952643752
1.31;-0.0824565952643752
1.32;-0.0824565952643752
1.33;-0.132128726691008
1.34;-0.0725221689790487
1.35;-0.0874238084070385
1.36;-0.0874238084070385
1.37;-0.0874238084070385
1.38;-0.077489382121712
1.39;-0.0625877426937222
1.4;-0.0725221689790487
1.41;-0.077489382121712
1.42;-0.0874238084070385
1.43;-0.0874238084070385
1.44;-0.077489382121712
1.45;-0.057620529551059
1.46;-0.0725221689790487
1.47;-0.077489382121712
1.48;-0.077489382121712
1.49;-0.0874238084070385
1.5;-0.0824565952643752
1.51;-0.0725221689790487
1.52;-0.077489382121712
1.53;-0.0725221689790487
1.54;-0.077489382121712
1.55;-0.0824565952643752
1.56;-0.0874238084070385
1.57;-0.077489382121712
1.58;-0.0725221689790487
1.59;-0.0725221689790487
1.6;-0.0824565952643752
1.61;-0.0874238084070385
1.62;-0.0824565952643752
1.63;-0.0824565952643752
1.64;-0.0725221689790487
1.65;-0.0725221689790487
1.66;-0.0874238084070385
1.67;-0.0824565952643752
1.68;-0.0923910215497017
1.69;-0.0874238084070385
1.7;-0.0923910215497017
1.71;-0.0625877426937222
1.72;-0.0725221689790487
1.73;-0.0824565952643752
1.74;-0.0824565952643752
1.75;-0.0874238084070385
1.76;-0.077489382121712
1.77;-0.0725221689790487
1.78;-0.0725221689790487
1.79;-0.0725221689790487
1.8;-0.0973582346923649
1.81;-0.0824565952643752
1.82;-0.0874238084070385
1.83;-0.0923910215497017
1.84;-0.127161513548344
1.85;-0.0725221689790487
1.86;-0.0725221689790487
1.87;-0.0824565952643752
1.88;-0.0923910215497017
1.89;-0.0874238084070385
1.9;-0.077489382121712
1.91;-0.0725221689790487
1.92;-0.0824565952643752
1.93;-0.077489382121712
1.94;-0.0824565952643752
1.95;-0.0824565952643752
1.96;-0.0973582346923649
1.97;-0.077489382121712
1.98;-0.0874238084070385
1.99;-0.0725221689790487
2;-0.0725221689790487
2.01;-0.0824565952643752
2.02;-0.0874238084070385
2.03;-0.0824565952643752
2.04;-0.077489382121712
2.05;-0.0725221689790487
2.06;-0.0725221689790487
2.07;-0.077489382121712
2.08;-0.0725221689790487
2.09;-0.077489382121712
2.1;-0.0824565952643752
2.11;-0.077489382121712
2.12;-0.0675549558363855
2.13;-0.0725221689790487
2.14;-0.077489382121712
2.15;-0.0824565952643752
2.16;-0.0824565952643752
2.17;-0.0824565952643752
2.18;-0.0725221689790487
2.19;-0.0725221689790487
2.2;-0.0725221689790487
2.21;-0.0874238084070385
2.22;-0.077489382121712
2.23;-0.077489382121712
2.24;-0.0824565952643752
2.25;-0.0824565952643752
2.26;-0.0675549558363855
2.27;-0.0725221689790487
2.28;-0.077489382121712
2.29;-0.077489382121712
2.3;-0.0427188901230693
2.31;-0.0824565952643752
2.32;-0.077489382121712
2.33;-0.0725221689790487
2.34;-0.077489382121712
2.35;-0.0675549558363855
2.36;-0.0725221689790487
2.37;-0.0973582346923649
2.38;-0.0824565952643752
2.39;-0.077489382121712
2.4;-0.0725221689790487
2.41;-0.077489382121712
2.42;-0.077489382121712
2.43;-0.0824565952643752
2.44;-0.0824565952643752
2.45;-0.077489382121712
2.46;-0.0725221689790487
2.47;-0.0725221689790487
2.48;-0.077489382121712
2.49;-0.0923910215497017
2.5;-0.0824565952643752
2.51;-0.0824565952643752
2.52;-0.0675549558363855
2.53;-0.0725221689790487
2.54;-0.0625877426937222
2.55;-0.0824565952643752
2.56;-0.0874238084070385
2.57;-0.0824565952643752
2.58;-0.102325447835028
2.59;-0.0725221689790487
2.6;-0.0675549558363855
2.61;-0.0675549558363855
2.62;-0.0923910215497017
2.63;-0.0824565952643752
2.64;-0.0675549558363855
2.65;-0.0675549558363855
2.66;-0.0824565952643752
2.67;-0.0824565952643752
2.68;-0.0874238084070385
2.69;-0.0824565952643752
2.7;-0.0725221689790487
2.71;-0.0725221689790487
2.72;-0.0725221689790487
2.73;-0.0824565952643752
2.74;-0.077489382121712
2.75;-0.0923910215497017
2.76;-0.0824565952643752
2.77;-0.077489382121712
2.78;-0.0725221689790487
2.79;-0.0824565952643752
2.8;-0.0973582346923649
2.81;-0.0923910215497017
2.82;-0.0824565952643752
2.83;-0.0824565952643752
2.84;-0.057620529551059
2.85;-0.102325447835028
2.86;-0.0973582346923649
2.87;-0.107292660977691
2.88;-0.0973582346923649
2.89;-0.0874238084070385
2.9;-0.0874238084070385
2.91;-0.0973582346923649
2.92;-0.102325447835028
2.93;-0.102325447835028
2.94;-0.077489382121712
2.95;-0.0973582346923649
2.96;-0.102325447835028
2.97;-0.107292660977691
