Temps;EA0;Temps;EA1
0;-0.078711673617363;0;-4.87637146003544
0.005;-0.078711673617363;0.005;-4.68264780472964
0.01;-0.0886750873178244;0.01;-5.29858968313783
0.015;-0.0886750873178244;0.015;-5.07009511534125
0.02;-0.0936567941680551;0.02;-4.7372878100723
0.025;-0.0936567941680551;0.025;-5.43767333310097
0.03;-0.0836933804675937;0.03;-4.84656782075763
0.035;-0.0836933804675937;0.035;-4.83663327433169
0.04;-0.0986385010182858;0.04;-5.46747697237879
0.045;-0.0836933804675937;0.045;-4.68264780472964
0.05;-0.0836933804675937;0.05;-4.69258235115558
0.055;-0.0936567941680551;0.055;-5.54198607057333
0.06;-0.0886750873178244;0.06;-4.77702599577606
0.065;-0.0886750873178244;0.065;-4.83663327433169
0.07;-0.0986385010182858;0.07;-5.53205152414739
0.075;-0.0886750873178244;0.075;-4.83663327433169
0.08;-0.0836933804675937;0.08;-4.84160054754466
0.085;-0.0936567941680551;0.085;-5.32839332241565
0.09;-0.0936567941680551;0.09;-4.84160054754466
0.095;-0.0886750873178244;0.095;-4.88630600646138
0.1;-0.0986385010182858;0.1;-5.47244424559176
0.105;-0.0886750873178244;0.105;-4.83663327433169
0.11;-0.0886750873178244;0.11;-5.00055329035968
0.115;-0.0986385010182858;0.115;-5.4823787920177
0.12;-0.0836933804675937;0.12;-4.63794234581292
0.125;-0.0886750873178244;0.125;-4.84656782075763
0.13;-0.0986385010182858;0.13;-5.56185516342521
0.135;-0.0836933804675937;0.135;-4.77205872256309
0.14;-0.0886750873178244;0.14;-4.97074965108186
0.145;-0.0986385010182858;0.145;-5.55192061699927
0.15;-0.0886750873178244;0.15;-4.77702599577606
0.155;-0.0886750873178244;0.155;-4.95088055822998
0.16;-0.0936567941680551;0.16;-5.34329514205456
0.165;-0.0886750873178244;0.165;-4.84160054754466
0.17;-0.0936567941680551;0.17;-5.01545510999858
0.175;-0.0986385010182858;0.175;-5.47741151880473
0.18;-0.0836933804675937;0.18;-4.79689508862793
0.185;-0.0936567941680551;0.185;-5.13466966710985
0.19;-0.0986385010182858;0.19;-5.4823787920177
0.195;-0.0836933804675937;0.195;-4.43925141729414
0.2;-0.0936567941680551;0.2;-4.98565147072077
0.205;-0.0986385010182858;0.205;-5.56185516342521
0.21;-0.0836933804675937;0.21;-4.71245144400746
0.215;-0.0886750873178244;0.215;-5.08996420819312
0.22;-0.103620207868516;0.22;-5.5469533437863
0.225;-0.0836933804675937;0.225;-4.30513504054397
0.23;-0.0936567941680551;0.23;-5.06016056891531
0.235;-0.0986385010182858;0.235;-5.34826241526753
0.24;-0.0886750873178244;0.24;-4.80682963505387
0.245;-0.0936567941680551;0.245;-5.12970239389688
0.25;-0.103620207868516;0.25;-5.47741151880473
0.255;-0.0886750873178244;0.255;-4.7372878100723
0.26;-0.0936567941680551;0.26;-5.22904785815626
0.265;-0.0936567941680551;0.265;-5.46747697237879
0.27;-0.078711673617363;0.27;-4.28029867447913
0.275;-0.0986385010182858;0.275;-5.06512784212828
0.28;-0.103620207868516;0.28;-5.55192061699927
0.285;-0.0836933804675937;0.285;-4.66277871187776
0.29;-0.0936567941680551;0.29;-5.15950603317469
0.295;-0.103620207868516;0.295;-5.55192061699927
0.3;-0.0836933804675937;0.3;-4.50879324227571
0.305;-0.0986385010182858;0.305;-5.13466966710985
0.31;-0.0986385010182858;0.31;-5.36316423490644
0.315;-0.0737299667671323;0.315;-4.19088775664568
0.32;-0.0936567941680551;0.32;-5.20421149209142
0.325;-0.0986385010182858;0.325;-5.46747697237879
0.33;-0.0737299667671323;0.33;-4.0418695602566
0.335;-0.0986385010182858;0.335;-5.29858968313783
0.34;-0.0986385010182858;0.34;-5.46747697237879
0.345;-0.078711673617363;0.345;-4.40944777801633
0.35;-0.0986385010182858;0.35;-5.13963694032282
0.355;-0.103620207868516;0.355;-5.56185516342521
0.36;-0.0737299667671323;0.36;-4.03193501383066
0.365;-0.0936567941680551;0.365;-5.25885149743408
0.37;-0.103620207868516;0.37;-5.5469533437863
0.375;-0.0687482599169016;0.375;-3.73886589426547
0.38;-0.0986385010182858;0.38;-5.21414603851736
0.385;-0.0986385010182858;0.385;-5.3532296884805
0.39;-0.0836933804675937;0.39;-4.57833506725729
0.395;-0.108601914718747;0.395;-5.27872059028596
0.4;-0.0986385010182858;0.4;-5.46250969916582
0.405;-0.0737299667671323;0.405;-4.02696774061769
0.41;-0.0986385010182858;0.41;-5.38800060097128
0.415;-0.103620207868516;0.415;-5.45754242595285
0.42;-0.078711673617363;0.42;-4.01206592097878
0.425;-0.0936567941680551;0.425;-5.24891695100814
0.43;-0.108601914718747;0.43;-5.56185516342521
0.435;-0.078711673617363;0.435;-4.21572412271053
0.44;-0.0986385010182858;0.44;-5.34826241526753
0.445;-0.103620207868516;0.445;-5.51714970450848
0.45;-0.0886750873178244;0.45;-4.53859688155353
0.455;-0.0986385010182858;0.455;-5.28368786349893
0.46;-0.0986385010182858;0.46;-5.33832786884159
0.465;-0.078711673617363;0.465;-4.19088775664568
0.47;-0.0986385010182858;0.47;-5.36316423490644
0.475;-0.108601914718747;0.475;-5.44760787952691
0.48;-0.0836933804675937;0.48;-4.52369506191462
0.485;-0.103620207868516;0.485;-5.46250969916582
0.49;-0.0936567941680551;0.49;-5.09989875461906
0.495;-0.0836933804675937;0.495;-4.35480777267367
0.5;-0.103620207868516;0.5;-5.34826241526753
0.505;-0.103620207868516;0.505;-5.53205152414739
0.51;-0.0886750873178244;0.51;-4.54853142797947
0.515;-0.103620207868516;0.515;-5.4178042402491
0.52;-0.108601914718747;0.52;-5.49231333844364
0.525;-0.0886750873178244;0.525;-4.69754962436855
