Temps;EA0;Temps;EA1
0;-0.0388580188155174;0;-2.94410218019038
0.01;-0.0438397256657481;0.01;-3.5401749657467
0.02;-0.0438397256657481;0.02;-3.42096040863544
0.03;-0.0388580188155174;0.03;-2.94906945340335
0.04;-0.0338763119652867;0.04;-3.10802219621837
0.05;-0.0388580188155174;0.05;-3.38618949614465
0.06;-0.0388580188155174;0.06;-3.14279310870916
0.07;-0.0338763119652867;0.07;-3.06331673730165
0.08;-0.0488214325159788;0.08;-3.5401749657467
0.09;-0.0388580188155174;0.09;-3.33651676401496
0.1;-0.0338763119652867;0.1;-2.78514943737537
0.11;-0.0388580188155174;0.11;-3.39612404257059
0.12;-0.0438397256657481;0.12;-3.4756004139781
0.13;-0.0388580188155174;0.13;-2.98880763910711
0.14;-0.0388580188155174;0.14;-3.09808764979243
0.15;-0.0438397256657481;0.15;-3.51533859968185
0.16;-0.0388580188155174;0.16;-3.22226948011667
0.17;-0.0338763119652867;0.17;-2.95900399982929
0.18;-0.0338763119652867;0.18;-3.55010951217264
0.19;-0.0388580188155174;0.19;-3.37625494971871
0.2;-0.0338763119652867;0.2;-2.88449490163475
0.21;-0.0438397256657481;0.21;-3.43586222827435
0.22;-0.0388580188155174;0.22;-3.44082950148731
0.23;-0.0338763119652867;0.23;-2.95403672661632
0.24;-0.0338763119652867;0.24;-3.07821855694056
0.25;-0.0438397256657481;0.25;-3.51533859968185
0.26;-0.0388580188155174;0.26;-3.22226948011667
0.27;-0.028894605115056;0.27;-2.65600033383816
0.28;-0.0388580188155174;0.28;-3.48056768719107
0.29;-0.0438397256657481;0.29;-3.34148403722793
0.3;-0.0338763119652867;0.3;-2.90436399448663
0.31;-0.0438397256657481;0.31;-3.49546950682998
0.32;-0.0388580188155174;0.32;-3.49050223361701
0.33;-0.0338763119652867;0.33;-3.1030549230054
0.34;-0.0338763119652867;0.34;-3.0384803712368
0.35;-0.0388580188155174;0.35;-3.56004405859858
0.36;-0.0388580188155174;0.36;-3.26697493903339
0.37;-0.0239128982648253;0.37;-2.66096760705113
0.38;-0.0338763119652867;0.38;-3.53520769253373
0.39;-0.0388580188155174;0.39;-3.45076404791325
0.4;-0.0338763119652867;0.4;-2.9093312676996
0.41;-0.0388580188155174;0.41;-3.32658221758902
0.42;-0.0438397256657481;0.42;-3.50540405325592
0.43;-0.0338763119652867;0.43;-3.1527276551351
